# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.0900000036 0.09 0.1185366488 2602.555502 5.242 17.432 12.888 10.668 10.211 10.005
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.0966539159 0.097 0.1252427644 2695.876544 5.225 16.72 12.495 10.438 9.96 9.742
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1000000015 0.1 0.128810909 2748.526952 5.215 16.327 12.278 10.314 9.826 9.603
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1199999973 0.12 0.1467413955 2936.297126 5.181 14.927 11.499 9.827 9.306 9.075
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1212908998 0.121 0.1480650797 2945.09969 5.178 14.859 11.459 9.799 9.277 9.046
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1400000006 0.14 0.1663997406 3069.021988 5.139 13.957 10.929 9.42 8.885 8.652
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1551143527 0.155 0.1782594839 3139.062769 5.124 13.484 10.637 9.2 8.659 8.428
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1599999964 0.16 0.1826218108 3160.821713 5.116 13.335 10.542 9.126 8.584 8.353
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.1999999881 0.2 0.215254701 3293.062702 5.07 12.453 9.948 8.643 8.091 7.865
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.2128849477 0.213 0.2251399912 3323.533036 5.059 12.248 9.8 8.518 7.964 7.739
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.25 0.25 0.2528439957 3403.298168 5.028 11.74 9.421 8.192 7.633 7.411
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.309913218 0.31 0.2969290199 3495.425096 4.981 11.121 8.934 7.759 7.192 6.975
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.3191390336 0.319 0.3051073324 3508.326469 4.97 11.026 8.856 7.687 7.12 6.903
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.3499999642 0.35 0.3275311762 3557.951306 4.949 10.739 8.632 7.49 6.918 6.703
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.3999999762 0.4 0.3719226648 3652.582214 4.897 10.219 8.229 7.134 6.553 6.341
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.4499999881 0.45 0.4223306928 3771.37745 4.837 9.664 7.803 6.76 6.169 5.962
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.4999999404 0.5 0.4746272237 3930.067413 4.781 9.075 7.36 6.378 5.771 5.579
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.5463183522 0.546 0.5139876037 4150.496003 4.75 8.489 6.943 6.027 5.397 5.242
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.5500000119 0.55 0.5168358669 4167.734068 4.748 8.445 6.912 6.001 5.369 5.217
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.5996693373 0.599 0.5602123063 4424.864744 4.716 7.819 6.474 5.631 5.009 4.894
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.5999999642 0.6 0.5603413148 4426.902938 4.716 7.815 6.471 5.629 5.007 4.892
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.6499999166 0.65 0.594227361 4727.156712 4.7 7.196 6.054 5.303 4.746 4.655
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.6999999881 0.7 0.6272672955 5024.582715 4.685 6.664 5.672 5.012 4.537 4.46
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.7487857342 0.749 0.6609257079 5302.735926 4.669 6.222 5.34 4.754 4.343 4.277
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.7518785596 0.752 0.6638235337 5318.632708 4.667 6.196 5.32 4.738 4.331 4.265
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.7975714207 0.797 0.7017018877 5546.25713 4.644 5.841 5.039 4.509 4.148 4.09
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.8463571072 0.846 0.746195533 5772.979296 4.617 5.5 4.765 4.282 3.958 3.909
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.8951427937 0.894 0.7962558661 5974.478464 4.585 5.189 4.51 4.063 3.769 3.727
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.9439284801 0.943 0.8522218108 6156.019686 4.549 4.901 4.268 3.854 3.586 3.55
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.9758538008 0.976 0.8919749231 6264.695981 4.524 4.72 4.115 3.717 3.463 3.431
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 0.9927142262 0.993 0.9127516881 6322.662499 4.512 4.628 4.036 3.647 3.4 3.37
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.041499853 1.041 0.9751078324 6483.357951 4.474 4.368 3.815 3.449 3.223 3.197
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.05726397 1.057 0.9959846492 6534.313996 4.463 4.286 3.745 3.387 3.168 3.143
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.090285659 1.089 1.038371226 6643.54682 4.439 4.118 3.602 3.26 3.055 3.032
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.119942427 1.119 1.075604585 6745.280277 4.421 3.972 3.479 3.152 2.961 2.938
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.139071226 1.138 1.100151879 6809.261297 4.409 3.88 3.402 3.084 2.901 2.879
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.187857151 1.187 1.154390236 6988.757961 4.385 3.654 3.216 2.924 2.764 2.744
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.223233819 1.223 1.187552026 7136.742051 4.373 3.497 3.093 2.821 2.68 2.66
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.236642718 1.236 1.199092385 7192.833378 4.369 3.439 3.047 2.783 2.648 2.629
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.285428286 1.285 1.230417912 7435.325746 4.364 3.232 2.895 2.661 2.555 2.537
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.305731058 1.305 1.238376337 7549.183813 4.365 3.149 2.837 2.618 2.524 2.506
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.334214211 1.334 1.248684282 7710.809966 4.367 3.036 2.758 2.558 2.481 2.463
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.382999897 1.383 1.265472304 7992.819399 4.372 2.851 2.633 2.463 2.414 2.396
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.431176186 1.431 1.283076778 8264.184417 4.374 2.682 2.517 2.374 2.347 2.33
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.431785583 1.432 1.283963402 8266.087535 4.374 2.68 2.515 2.373 2.346 2.329
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.455482125 1.455 1.295247148 8392.66716 4.374 2.603 2.461 2.33 2.312 2.295
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.48057127 1.48 1.306930956 8525.110168 4.373 2.524 2.404 2.285 2.275 2.259
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.487516999 1.487 1.310245404 8558.546212 4.373 2.504 2.389 2.273 2.265 2.248
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.529356957 1.529 1.335526915 8759.917176 4.369 2.385 2.299 2.198 2.2 2.184
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.573565006 1.573 1.366635333 8953.647655 4.361 2.266 2.204 2.117 2.127 2.112
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.578142643 1.578 1.368839865 8972.221777 4.36 2.254 2.194 2.108 2.119 2.105
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.602776647 1.602 1.3891612 9071.936465 4.354 2.19 2.141 2.061 2.076 2.063
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.62692833 1.626 1.4107584 9164.31482 4.348 2.128 2.089 2.015 2.033 2.02
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.675714135 1.675 1.453625875 9345.445303 4.334 2.007 1.983 1.921 1.945 1.933
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.681561351 1.681 1.460335507 9366.98878 4.332 1.992 1.971 1.91 1.934 1.923
thin2 1 thin_disk 8.77815125 -0.5 0.0048313 1.724499702 1.723 1.503324187 9512.61675 4.318 1.888 1.878 1.825 1.853 1.843
