# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
bar 8 bar 10 -0.5 0.0048313 0.0900000036 0.09 0.1117770503 2546.243891 5.293 17.687 13.108 10.886 10.432 10.233
bar 8 bar 10 -0.5 0.0048313 0.1000000015 0.1 0.1239517449 2727.093323 5.248 16.556 12.422 10.42 9.937 9.72
bar 8 bar 10 -0.5 0.0048313 0.1199999973 0.12 0.1454295448 2937.649652 5.189 14.943 11.515 9.844 9.324 9.093
bar 8 bar 10 -0.5 0.0048313 0.1218449548 0.122 0.1473508498 2950.529764 5.185 14.843 11.457 9.804 9.282 9.05
bar 8 bar 10 -0.5 0.0048313 0.1400000006 0.14 0.1647603269 3071.849964 5.148 13.965 10.943 9.438 8.902 8.67
bar 8 bar 10 -0.5 0.0048313 0.1599999964 0.16 0.1827900892 3166.649527 5.115 13.308 10.529 9.118 8.575 8.344
bar 8 bar 10 -0.5 0.0048313 0.1999999881 0.2 0.2175968704 3299.894079 5.061 12.405 9.914 8.615 8.062 7.836
bar 8 bar 10 -0.5 0.0048313 0.25 0.25 0.2599277484 3407.218617 5.004 11.664 9.355 8.127 7.567 7.346
bar 8 bar 10 -0.5 0.0048313 0.3000000119 0.3 0.3000216843 3483.37315 4.958 11.131 8.929 7.746 7.18 6.961
bar 8 bar 10 -0.5 0.0048313 0.3499999642 0.35 0.3406062751 3549.768245 4.915 10.676 8.561 7.413 6.84 6.625
bar 8 bar 10 -0.5 0.0048313 0.3999999762 0.4 0.3852588686 3645.020708 4.866 10.162 8.163 7.063 6.481 6.269
bar 8 bar 10 -0.5 0.0048313 0.4499999881 0.45 0.4371723084 3771.37745 4.808 9.591 7.73 6.687 6.093 5.886
bar 8 bar 10 -0.5 0.0048313 0.4999999404 0.5 0.4911935381 3950.936048 4.752 8.96 7.263 6.287 5.675 5.487
bar 8 bar 10 -0.5 0.0048313 0.5500000119 0.55 0.5464527865 4215.023497 4.7 8.244 6.745 5.844 5.206 5.063
bar 8 bar 10 -0.5 0.0048313 0.5503625274 0.55 0.5465786263 4216.965034 4.7 8.239 6.741 5.841 5.203 5.06
bar 8 bar 10 -0.5 0.0048313 0.5999999642 0.6 0.5909525961 4532.105385 4.67 7.518 6.253 5.442 4.837 4.733
bar 8 bar 10 -0.5 0.0048313 0.6499999166 0.65 0.6340925415 4892.152651 4.644 6.816 5.764 5.066 4.555 4.473
bar 8 bar 10 -0.5 0.0048313 0.6647750735 0.665 0.6487130653 4992.292237 4.634 6.632 5.628 4.958 4.474 4.396
bar 8 bar 10 -0.5 0.0048313 0.6808450818 0.681 0.6656602823 5101.524774 4.622 6.439 5.482 4.843 4.386 4.313
bar 8 bar 10 -0.5 0.0048313 0.6958907843 0.696 0.6824214117 5203.553211 4.61 6.265 5.349 4.737 4.304 4.234
bar 8 bar 10 -0.5 0.0048313 0.6999999881 0.7 0.6866772273 5232.388711 4.607 6.218 5.312 4.708 4.281 4.212
bar 8 bar 10 -0.5 0.0048313 0.7089897394 0.709 0.6978348346 5292.976917 4.599 6.116 5.233 4.643 4.23 4.163
bar 8 bar 10 -0.5 0.0048313 0.722047627 0.722 0.714582942 5380.219572 4.586 5.971 5.117 4.549 4.155 4.091
bar 8 bar 10 -0.5 0.0048313 0.7346237898 0.734 0.7313961078 5463.865499 4.573 5.834 5.007 4.458 4.081 4.02
bar 8 bar 10 -0.5 0.0048313 0.7461459637 0.746 0.7484325117 5539.875439 4.56 5.709 4.906 4.375 4.012 3.953
bar 8 bar 10 -0.5 0.0048313 0.7487857342 0.749 0.7525799518 5556.483128 4.557 5.681 4.884 4.356 3.995 3.938
bar 8 bar 10 -0.5 0.0048313 0.7544853091 0.754 0.7618204822 5589.848017 4.549 5.621 4.834 4.313 3.958 3.902
bar 8 bar 10 -0.5 0.0048313 0.7655749321 0.765 0.7829835625 5651.971978 4.532 5.504 4.736 4.228 3.884 3.83
bar 8 bar 10 -0.5 0.0048313 0.7759954929 0.776 0.8034385111 5709.525277 4.515 5.395 4.643 4.147 3.812 3.761
bar 8 bar 10 -0.5 0.0048313 0.7862359881 0.786 0.8261380873 5765.009138 4.497 5.287 4.551 4.065 3.74 3.69
bar 8 bar 10 -0.5 0.0048313 0.7975714207 0.797 0.8526143638 5823.713479 4.476 5.167 4.449 3.973 3.657 3.61
bar 8 bar 10 -0.5 0.0048313 0.8044416904 0.804 0.8708686259 5855.985598 4.461 5.094 4.384 3.915 3.603 3.557
bar 8 bar 10 -0.5 0.0048313 0.8149027228 0.814 0.9004355746 5903.369946 4.437 4.98 4.284 3.823 3.518 3.474
bar 8 bar 10 -0.5 0.0048313 0.8242523074 0.823 0.9299351098 5944.290152 4.414 4.876 4.191 3.737 3.439 3.396
bar 8 bar 10 -0.5 0.0048313 0.8333938718 0.832 0.9623934196 5982.738216 4.389 4.771 4.097 3.651 3.358 3.316
bar 8 bar 10 -0.5 0.0048313 0.8421195149 0.841 0.9966728887 6015.891571 4.363 4.668 4.003 3.563 3.275 3.235
bar 8 bar 10 -0.5 0.0048313 0.8463571072 0.845 1.013567426 6031.148196 4.35 4.618 3.957 3.52 3.234 3.195
bar 8 bar 10 -0.5 0.0048313 0.8587599993 0.858 1.071402474 6068.760519 4.309 4.469 3.818 3.387 3.108 3.069
bar 8 bar 10 -0.5 0.0048313 0.868968606 0.868 1.126555637 6091.159895 4.27 4.342 3.698 3.271 2.995 2.957
bar 8 bar 10 -0.5 0.0048313 0.8775055408 0.876 1.180191941 6103.795856 4.234 4.229 3.589 3.164 2.89 2.853
bar 8 bar 10 -0.5 0.0048313 0.8790756464 0.878 1.191386418 6106.607405 4.226 4.208 3.568 3.144 2.87 2.833
bar 8 bar 10 -0.5 0.0048313 0.884483397 0.883 1.234674972 6106.607405 4.198 4.13 3.491 3.067 2.794 2.756
bar 8 bar 10 -0.5 0.0048313 0.8918887377 0.89 1.30302469 6096.772645 4.155 4.021 3.38 2.954 2.68 2.642
bar 8 bar 10 -0.5 0.0048313 0.8951427937 0.893 1.337681266 6086.953723 4.134 3.971 3.328 2.9 2.624 2.586
bar 8 bar 10 -0.5 0.0048313 0.8969900608 0.895 1.357227482 6081.350013 4.122 3.942 3.298 2.869 2.592 2.554
bar 8 bar 10 -0.5 0.0048313 0.9016702771 0.9 1.416291487 6060.382005 4.087 3.867 3.218 2.785 2.505 2.466
bar 8 bar 10 -0.5 0.0048313 0.9042375684 0.902 1.45798362 6035.315805 4.063 3.823 3.168 2.73 2.447 2.407
bar 8 bar 10 -0.5 0.0048313 0.9100512266 0.908 1.573811248 5951.13771 4 3.727 3.051 2.597 2.3 2.258
bar 8 bar 10 -0.5 0.0048313 0.9143973589 0.912 1.692983186 5834.451043 3.938 3.666 2.96 2.484 2.168 2.122
bar 8 bar 10 -0.5 0.0048313 0.9172698855 0.915 1.803236315 5699.017624 3.885 3.648 2.905 2.402 2.065 2.014
bar 8 bar 10 -0.5 0.0048313 0.9191556573 0.917 1.905252959 5566.727982 3.838 3.653 2.872 2.341 1.98 1.924
bar 8 bar 10 -0.5 0.0048313 0.9205700159 0.919 2.008411247 5450.043893 3.792 3.652 2.836 2.28 1.896 1.836
bar 8 bar 10 -0.5 0.0048313 0.9219651222 0.92 2.143150376 5343.182401 3.736 3.62 2.772 2.19 1.783 1.719
bar 8 bar 10 -0.5 0.0048313 0.9233279824 0.921 2.312877572 5260.172664 3.672 3.545 2.672 2.068 1.642 1.576
bar 8 bar 10 -0.5 0.0048313 0.9238859415 0.922 2.390301284 5231.184048 3.643 3.504 2.622 2.01 1.577 1.51
bar 8 bar 10 -0.5 0.0048313 0.9244090319 0.922 2.473731987 5210.747154 3.613 3.452 2.563 1.946 1.508 1.441
bar 8 bar 10 -0.5 0.0048313 0.9254376292 0.923 2.652483218 5176.06832 3.553 3.338 2.439 1.812 1.365 1.297
bar 8 bar 10 -0.5 0.0048313 0.9263776541 0.924 2.844805932 5149.914276 3.493 3.217 2.31 1.676 1.223 1.153
bar 8 bar 10 -0.5 0.0048313 0.9270736575 0.925 3.001598812 5133.339644 3.446 3.118 2.205 1.566 1.109 1.039
