# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
bar 8 bar 10 0.25 0.025095 0.0955969095 0.095 0.1330003074 2303.5625 5.167 17.88 13.641 10.987 10.398 10.102
bar 8 bar 10 0.25 0.025095 0.1055120975 0.105 0.1438972999 2400.490547 5.141 17.517 13.29 10.637 10.049 9.752
bar 8 bar 10 0.25 0.025095 0.1253425032 0.125 0.1647603269 2552.113589 5.099 16.938 12.731 10.079 9.493 9.192
bar 8 bar 10 0.25 0.025095 0.145172894 0.145 0.1838453479 2664.403528 5.068 16.216 12.183 9.672 9.09 8.79
bar 8 bar 10 0.25 0.025095 0.1650032997 0.165 0.2015824155 2748.526952 5.042 15.445 11.662 9.365 8.785 8.49
bar 8 bar 10 0.25 0.025095 0.2046640813 0.204 0.2361851808 2875.411465 4.999 14.339 10.895 8.87 8.291 8.007
bar 8 bar 10 0.25 0.025095 0.2542400956 0.254 0.2785176004 2981.261008 4.95 13.434 10.235 8.39 7.808 7.536
bar 8 bar 10 0.25 0.025095 0.3118790984 0.312 0.3267026407 3076.096815 4.901 12.636 9.645 7.94 7.354 7.093
bar 8 bar 10 0.25 0.025095 0.3415367007 0.341 0.351603059 3117.453613 4.876 12.302 9.389 7.735 7.146 6.889
bar 8 bar 10 0.25 0.025095 0.3533920944 0.353 0.3619533869 3133.285724 4.866 12.18 9.293 7.657 7.066 6.812
bar 8 bar 10 0.25 0.025095 0.4029681087 0.403 0.4035084602 3216.621793 4.828 11.629 8.879 7.331 6.731 6.486
bar 8 bar 10 0.25 0.025095 0.4525440931 0.452 0.4495237529 3312.836481 4.785 11.058 8.456 7.002 6.388 6.152
bar 8 bar 10 0.25 0.025095 0.502120018 0.502 0.5004407253 3422.945623 4.738 10.498 8.029 6.664 6.033 5.805
bar 8 bar 10 0.25 0.025095 0.5033342838 0.503 0.5018254062 3426.099725 4.736 10.482 8.017 6.655 6.023 5.795
bar 8 bar 10 0.25 0.025095 0.5516960621 0.551 0.5587951716 3562.049907 4.682 9.863 7.558 6.295 5.643 5.426
bar 8 bar 10 0.25 0.025095 0.601271987 0.601 0.6080686943 3754.914046 4.646 9.148 7.083 5.949 5.274 5.076
bar 8 bar 10 0.25 0.025095 0.650848031 0.651 0.6490118775 4010.513661 4.624 8.399 6.605 5.596 4.911 4.748
bar 8 bar 10 0.25 0.025095 0.7004240751 0.7 0.6860450653 4299.322267 4.608 7.677 6.152 5.25 4.588 4.463
bar 8 bar 10 0.25 0.025095 0.7178883553 0.718 0.6971924009 4419.773361 4.605 7.41 5.989 5.13 4.492 4.379
bar 8 bar 10 0.25 0.025095 0.75 0.75 0.7185428047 4640.876378 4.598 6.951 5.697 4.916 4.342 4.244
bar 8 bar 10 0.25 0.025095 0.7729011178 0.773 0.7443079279 4750.069894 4.58 6.695 5.512 4.768 4.229 4.136
bar 8 bar 10 0.25 0.025095 0.7984651327 0.798 0.7750909121 4874.162454 4.559 6.421 5.31 4.605 4.101 4.014
bar 8 bar 10 0.25 0.025095 0.8000000119 0.8 0.7765199982 4880.901012 4.558 6.405 5.298 4.595 4.093 4.007
bar 8 bar 10 0.25 0.025095 0.8031587005 0.803 0.7804635856 4896.660566 4.555 6.371 5.272 4.574 4.077 3.991
bar 8 bar 10 0.25 0.025095 0.8237198591 0.823 0.8077047647 4996.892426 4.536 6.157 5.11 4.441 3.97 3.889
bar 8 bar 10 0.25 0.025095 0.8420547247 0.841 0.8337822489 5085.105879 4.518 5.971 4.966 4.323 3.875 3.797
bar 8 bar 10 0.25 0.025095 0.8500000238 0.849 0.84655006 5122.712703 4.51 5.891 4.903 4.271 3.833 3.756
bar 8 bar 10 0.25 0.025095 0.859813273 0.859 0.8616931585 5168.922254 4.498 5.795 4.826 4.206 3.779 3.704
bar 8 bar 10 0.25 0.025095 0.8781992793 0.877 0.8934137761 5251.701096 4.476 5.615 4.68 4.083 3.674 3.603
bar 8 bar 10 0.25 0.025095 0.8948876262 0.894 0.9258756122 5324.759536 4.454 5.455 4.549 3.97 3.578 3.509
bar 8 bar 10 0.25 0.025095 0.8999999762 0.899 0.9353036837 5346.874616 4.447 5.406 4.508 3.935 3.547 3.479
bar 8 bar 10 0.25 0.025095 0.9032859802 0.902 0.9424376873 5360.434578 4.442 5.374 4.481 3.912 3.527 3.46
bar 8 bar 10 0.25 0.025095 0.9143598676 0.913 0.9677265245 5403.809121 4.424 5.269 4.393 3.834 3.458 3.393
bar 8 bar 10 0.25 0.025095 0.9248946905 0.924 0.9927791435 5443.772909 4.407 5.169 4.308 3.759 3.391 3.327
bar 8 bar 10 0.25 0.025095 0.9350559711 0.934 1.019888383 5480.245322 4.389 5.073 4.225 3.685 3.324 3.262
bar 8 bar 10 0.25 0.025095 0.9448141456 0.944 1.045568871 5513.152427 4.371 4.982 4.146 3.614 3.259 3.198
bar 8 bar 10 0.25 0.025095 0.9500000477 0.949 1.061579797 5528.406896 4.361 4.935 4.104 3.576 3.224 3.164
bar 8 bar 10 0.25 0.025095 0.9546713233 0.954 1.074614373 5542.427234 4.352 4.892 4.067 3.541 3.192 3.132
bar 8 bar 10 0.25 0.025095 0.9639300704 0.963 1.105739044 5565.446343 4.332 4.808 3.991 3.471 3.126 3.067
bar 8 bar 10 0.25 0.025095 0.9788077474 0.978 1.160787292 5600.154388 4.296 4.668 3.863 3.35 3.012 2.955
bar 8 bar 10 0.25 0.025095 0.9865846038 0.986 1.191660777 5616.942784 4.277 4.592 3.794 3.285 2.95 2.893
bar 8 bar 10 0.25 0.025095 0.9930317402 0.992 1.221947775 5627.29911 4.258 4.527 3.733 3.226 2.893 2.837
bar 8 bar 10 0.25 0.025095 1 0.999 1.257050268 5635.078884 4.236 4.457 3.666 3.161 2.829 2.773
bar 8 bar 10 0.25 0.025095 1.005398512 1.005 1.286923243 5640.271374 4.218 4.402 3.613 3.109 2.778 2.722
bar 8 bar 10 0.25 0.025095 1.013619781 1.013 1.338297433 5640.271374 4.188 4.317 3.528 3.023 2.693 2.637
bar 8 bar 10 0.25 0.025095 1.021231651 1.02 1.392363548 5632.484432 4.156 4.237 3.447 2.94 2.608 2.551
bar 8 bar 10 0.25 0.025095 1.023643851 1.023 1.412708782 5627.29911 4.145 4.212 3.42 2.913 2.58 2.523
bar 8 bar 10 0.25 0.025095 1.02778101 1.027 1.450282628 5611.77177 4.124 4.17 3.373 2.862 2.526 2.469
bar 8 bar 10 0.25 0.025095 1.035920978 1.035 1.534449658 5566.727982 4.078 4.093 3.282 2.76 2.415 2.356
bar 8 bar 10 0.25 0.025095 1.044206142 1.043 1.651781679 5458.83541 4.018 4.044 3.198 2.65 2.283 2.22
bar 8 bar 10 0.25 0.025095 1.048593998 1.047 1.732018972 5361.669006 3.978 4.045 3.167 2.594 2.206 2.14
bar 8 bar 10 0.25 0.025095 1.049999952 1.049 1.766658653 5308.844442 3.961 4.062 3.164 2.577 2.178 2.11
bar 8 bar 10 0.25 0.025095 1.051544189 1.05 1.806977084 5249.283155 3.942 4.081 3.162 2.559 2.147 2.076
bar 8 bar 10 0.25 0.025095 1.0534482 1.052 1.875653643 5146.35807 3.911 4.121 3.165 2.533 2.097 2.022
