# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
bar 8 bar 10 -0.25 0.0084736 0.0900000036 0.09 0.1165071678 2426.051412 5.257 11.032 10.492 10.259 12.727 11.086 10.335
bar 8 bar 10 -0.25 0.0084736 0.1000000015 0.1 0.1282486035 2592.984973 5.219 10.536 9.996 9.759 12.233 10.59 9.835
bar 8 bar 10 -0.25 0.0084736 0.1200000048 0.12 0.1495383708 2797.048519 5.165 9.955 9.397 9.145 11.408 9.959 9.211
bar 8 bar 10 -0.25 0.0084736 0.1400000006 0.14 0.1688311757 2924.825766 5.126 9.549 8.983 8.729 10.861 9.526 8.788
bar 8 bar 10 -0.25 0.0084736 0.1496312171 0.15 0.1775630699 2970.981859 5.111 9.388 8.82 8.568 10.657 9.358 8.624
bar 8 bar 10 -0.25 0.0084736 0.1599999964 0.16 0.1869616985 3017.866332 5.096 9.227 8.657 8.406 10.453 9.189 8.46
bar 8 bar 10 -0.25 0.0084736 0.192847237 0.193 0.2156019303 3126.079367 5.053 8.809 8.235 7.989 9.947 8.754 8.037
bar 8 bar 10 -0.25 0.0084736 0.200000003 0.2 0.2216422983 3147.748314 5.045 8.726 8.152 7.907 9.849 8.669 7.955
bar 8 bar 10 -0.25 0.0084736 0.25 0.25 0.2639080543 3255.367325 4.99 8.239 7.66 7.422 9.293 8.169 7.465
bar 8 bar 10 -0.25 0.0084736 0.3000000119 0.3 0.3048966445 3334.264128 4.944 7.85 7.266 7.034 8.862 7.771 7.073
bar 8 bar 10 -0.25 0.0084736 0.3500000536 0.35 0.3461406818 3401.731253 4.901 7.509 6.919 6.691 8.489 7.422 6.728
bar 8 bar 10 -0.25 0.0084736 0.4000000358 0.4 0.3908882761 3489.795674 4.854 7.164 6.567 6.344 8.105 7.067 6.377
bar 8 bar 10 -0.25 0.0084736 0.4500000179 0.45 0.4413190197 3603.296501 4.799 6.8 6.193 5.975 7.697 6.691 6.004
bar 8 bar 10 -0.25 0.0084736 0.47396487 0.474 0.4671460111 3677.900704 4.772 6.614 6 5.786 7.483 6.497 5.812
bar 8 bar 10 -0.25 0.0084736 0.5 0.5 0.4949401035 3756.643646 4.745 6.422 5.8 5.592 7.265 6.297 5.615
bar 8 bar 10 -0.25 0.0084736 0.5146384835 0.515 0.5118617119 3819.442708 4.728 6.296 5.669 5.467 7.119 6.165 5.488
bar 8 bar 10 -0.25 0.0084736 0.5500000119 0.55 0.5535446336 3967.345289 4.689 6.006 5.361 5.181 6.791 5.863 5.197
bar 8 bar 10 -0.25 0.0084736 0.5728330016 0.572 0.574979876 4092.606597 4.674 5.821 5.165 5.006 6.579 5.671 5.019
