# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
bar 8 bar 9.95424 0 0.01471 0.0900000036 0.09 0.1217173938 2308.87276 5.219 18.144 13.729 11.175 10.571 10.31
bar 8 bar 9.95424 0 0.01471 0.1000000015 0.1 0.1331841811 2452.449086 5.186 17.666 13.27 10.717 10.114 9.849
bar 8 bar 9.95424 0 0.01471 0.1111498475 0.111 0.1449281154 2570.395783 5.159 17.266 12.884 10.331 9.729 9.462
bar 8 bar 9.95424 0 0.01471 0.1200000048 0.12 0.1539404121 2660.112476 5.139 16.708 12.497 10.07 9.468 9.198
bar 8 bar 9.95424 0 0.01471 0.1400000006 0.14 0.1734812908 2784.197249 5.103 15.603 11.789 9.661 9.059 8.787
bar 8 bar 9.95424 0 0.01471 0.1496943682 0.15 0.1823696837 2828.785388 5.089 15.215 11.535 9.5 8.898 8.627
bar 8 bar 9.95424 0 0.01471 0.1599999964 0.16 0.1916693389 2872.764332 5.074 14.829 11.286 9.341 8.739 8.469
bar 8 bar 9.95424 0 0.01471 0.200000003 0.2 0.2261791902 2999.853181 5.027 13.766 10.572 8.84 8.237 7.974
bar 8 bar 9.95424 0 0.01471 0.25 0.25 0.2679493111 3113.866577 4.977 12.837 9.928 8.351 7.748 7.493
bar 8 bar 9.95424 0 0.01471 0.3000000119 0.3 0.3087113841 3190.068436 4.934 12.218 9.46 7.965 7.359 7.111
bar 8 bar 9.95424 0 0.01471 0.3224172294 0.322 0.32798399 3220.327198 4.912 11.97 9.268 7.802 7.194 6.949
bar 8 bar 9.95424 0 0.01471 0.3500000238 0.35 0.3516840279 3254.617835 4.887 11.69 9.048 7.614 7.004 6.762
bar 8 bar 9.95424 0 0.01471 0.4000000358 0.4 0.3950505264 3338.105052 4.844 11.149 8.642 7.28 6.664 6.428
bar 8 bar 9.95424 0 0.01471 0.4495986402 0.449 0.4431519298 3433.9977 4.795 10.6 8.229 6.938 6.313 6.084
bar 8 bar 9.95424 0 0.01471 0.4500000179 0.45 0.443458154 3434.788499 4.795 10.596 8.226 6.935 6.311 6.081
bar 8 bar 9.95424 0 0.01471 0.4501869678 0.45 0.4437645899 3435.579479 4.794 10.594 8.224 6.934 6.309 6.08
bar 8 bar 9.95424 0 0.01471 0.5 0.5 0.4958526571 3559.59018 4.743 10 7.786 6.578 5.942 5.72
bar 8 bar 9.95424 0 0.01471 0.5500000119 0.55 0.5536721067 3729.924148 4.689 9.316 7.302 6.192 5.541 5.332
bar 8 bar 9.95424 0 0.01471 0.6000000238 0.6 0.6029102188 3950.936048 4.653 8.627 6.835 5.824 5.152 4.975
bar 8 bar 9.95424 0 0.01471 0.6499999762 0.65 0.6423217747 4238.381058 4.632 7.917 6.366 5.45 4.783 4.649
bar 8 bar 9.95424 0 0.01471 0.6587808728 0.659 0.6487130653 4293.386635 4.629 7.789 6.284 5.386 4.724 4.597
bar 8 bar 9.95424 0 0.01471 0.7000000477 0.7 0.6799119039 4550.928371 4.616 7.214 5.915 5.103 4.493 4.393
bar 8 bar 9.95424 0 0.01471 0.7213446498 0.721 0.6971924009 4687.054463 4.607 6.933 5.726 4.959 4.389 4.297
bar 8 bar 9.95424 0 0.01471 0.7457822561 0.746 0.7175507866 4840.608956 4.596 6.63 5.515 4.799 4.277 4.192
bar 8 bar 9.95424 0 0.01471 0.75 0.75 0.722025681 4867.4332 4.594 6.58 5.479 4.771 4.256 4.172
bar 8 bar 9.95424 0 0.01471 0.7562907338 0.756 0.7287065024 4901.172635 4.589 6.511 5.428 4.73 4.224 4.141
bar 8 bar 9.95424 0 0.01471 0.7789114714 0.779 0.75483607 5022.269342 4.571 6.268 5.246 4.584 4.11 4.033
bar 8 bar 9.95424 0 0.01471 0.7987108231 0.798 0.7786685692 5127.433069 4.554 6.063 5.089 4.456 4.01 3.937
bar 8 bar 9.95424 0 0.01471 0.8000000119 0.8 0.781002897 5134.521775 4.553 6.05 5.079 4.448 4.004 3.93
bar 8 bar 9.95424 0 0.01471 0.8142478466 0.814 0.8006683195 5207.14894 4.54 5.907 4.967 4.356 3.928 3.858
bar 8 bar 9.95424 0 0.01471 0.8326369524 0.832 0.8267089605 5301.515067 4.521 5.727 4.823 4.236 3.83 3.763
bar 8 bar 9.95424 0 0.01471 0.8500000238 0.849 0.8537931082 5387.657757 4.501 5.56 4.687 4.122 3.734 3.67
bar 8 bar 9.95424 0 0.01471 0.8541485071 0.853 0.8612964255 5407.543229 4.496 5.521 4.655 4.094 3.711 3.648
bar 8 bar 9.95424 0 0.01471 0.8719784021 0.871 0.8946489259 5489.085556 4.472 5.35 4.514 3.974 3.608 3.548
bar 8 bar 9.95424 0 0.01471 0.8886424303 0.888 0.9290790022 5562.88395 4.448 5.193 4.384 3.861 3.508 3.451
bar 8 bar 9.95424 0 0.01471 0.8999999762 0.899 0.9537897366 5611.77177 4.43 5.086 4.295 3.782 3.438 3.383
bar 8 bar 9.95424 0 0.01471 0.9058072567 0.905 0.9679493775 5635.078884 4.42 5.032 4.248 3.741 3.401 3.347
bar 8 bar 9.95424 0 0.01471 0.9160279036 0.915 0.9939227809 5674.139385 4.402 4.936 4.165 3.665 3.332 3.28
bar 8 bar 9.95424 0 0.01471 0.9344292879 0.933 1.047979156 5739.842822 4.365 4.761 4.011 3.525 3.204 3.154
bar 8 bar 9.95424 0 0.01471 0.9499999881 0.949 1.098633012 5786.287388 4.331 4.616 3.881 3.404 3.091 3.043
bar 8 bar 9.95424 0 0.01471 0.9518913031 0.951 1.104212464 5791.619211 4.327 4.599 3.865 3.389 3.077 3.029
bar 8 bar 9.95424 0 0.01471 0.9672345519 0.966 1.163463183 5823.713479 4.289 4.456 3.733 3.264 2.957 2.91
bar 8 bar 9.95424 0 0.01471 0.9793247581 0.978 1.218576069 5846.554468 4.254 4.336 3.62 3.155 2.853 2.806
bar 8 bar 9.95424 0 0.01471 0.9810681343 0.98 1.227305399 5849.247525 4.249 4.318 3.604 3.139 2.837 2.791
bar 8 bar 9.95424 0 0.01471 0.9912267327 0.99 1.283963402 5858.683001 4.215 4.212 3.502 3.039 2.738 2.693
bar 8 bar 9.95424 0 0.01471 0.9991424084 0.998 1.333069048 5860.032168 4.185 4.129 3.419 2.956 2.656 2.61
bar 8 bar 9.95424 0 0.01471 1 0.999 1.339839092 5858.683001 4.181 4.119 3.409 2.946 2.646 2.6
bar 8 bar 9.95424 0 0.01471 1.007463217 1.007 1.39493074 5851.941824 4.149 4.038 3.326 2.862 2.56 2.514
bar 8 bar 9.95424 0 0.01471 1.013979077 1.013 1.450282628 5835.794629 4.118 3.966 3.25 2.782 2.478 2.431
bar 8 bar 9.95424 0 0.01471 1.016028166 1.015 1.471813035 5826.396016 4.106 3.943 3.225 2.755 2.45 2.403
bar 8 bar 9.95424 0 0.01471 1.024339557 1.023 1.566219565 5772.979296 4.055 3.855 3.121 2.641 2.326 2.277
bar 8 bar 9.95424 0 0.01471 1.03188467 1.03 1.684816647 5666.305684 3.996 3.797 3.032 2.528 2.194 2.141
bar 8 bar 9.95424 0 0.01471 1.036531687 1.035 1.781363891 5542.427234 3.949 3.795 2.992 2.461 2.103 2.046
bar 8 bar 9.95424 0 0.01471 1.039677381 1.038 1.87004753 5406.29824 3.908 3.831 2.984 2.421 2.035 1.973
bar 8 bar 9.95424 0 0.01471 1.041833401 1.04 1.955026483 5278.372068 3.871 3.875 2.985 2.388 1.974 1.907
bar 8 bar 9.95424 0 0.01471 1.04385674 1.042 2.067533927 5153.47294 3.822 3.897 2.962 2.33 1.886 1.815
