# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Jmag_2mass Hmag_2mass Ksmag_2mass F087mag F146mag F213mag
bar 8 bar 9.95424 -0.25 0.0084736 0.0900000036 0.09 0.1165608336 2425.492857 5.257 11.032 10.492 10.26 12.728 11.087 10.336
bar 8 bar 9.95424 -0.25 0.0084736 0.1000000015 0.1 0.1282486035 2592.984973 5.219 10.537 9.997 9.76 12.233 10.591 9.836
bar 8 bar 9.95424 -0.25 0.0084736 0.1200000048 0.12 0.1494351091 2796.404549 5.165 9.955 9.398 9.146 11.409 9.96 9.211
bar 8 bar 9.95424 -0.25 0.0084736 0.1400000006 0.14 0.1688311757 2924.825766 5.126 9.549 8.984 8.73 10.863 9.527 8.789
bar 8 bar 9.95424 -0.25 0.0084736 0.1528674662 0.153 0.1805729299 2985.382619 5.106 9.338 8.769 8.517 10.593 9.305 8.573
bar 8 bar 9.95424 -0.25 0.0084736 0.1599999964 0.16 0.1870478174 3017.171523 5.096 9.228 8.658 8.407 10.454 9.19 8.461
bar 8 bar 9.95424 -0.25 0.0084736 0.1991589218 0.199 0.2205223667 3144.850465 5.047 8.739 8.164 7.92 9.864 8.683 7.967
bar 8 bar 9.95424 -0.25 0.0084736 0.200000003 0.2 0.2212343939 3147.023602 5.046 8.73 8.155 7.91 9.853 8.673 7.958
bar 8 bar 9.95424 -0.25 0.0084736 0.25 0.25 0.2633010826 3255.367325 4.993 8.245 7.666 7.428 9.3 8.176 7.471
bar 8 bar 9.95424 -0.25 0.0084736 0.3000000119 0.3 0.3038453853 3334.264128 4.947 7.857 7.274 7.041 8.87 7.779 7.081
bar 8 bar 9.95424 -0.25 0.0084736 0.3500000536 0.35 0.3459016589 3400.948065 4.902 7.512 6.923 6.695 8.492 7.426 6.732
bar 8 bar 9.95424 -0.25 0.0084736 0.4000000358 0.4 0.389989258 3489.795674 4.855 7.168 6.571 6.348 8.11 7.071 6.381
bar 8 bar 9.95424 -0.25 0.0084736 0.4500000179 0.45 0.4402026421 3601.637504 4.801 6.805 6.198 5.98 7.703 6.696 6.009
bar 8 bar 9.95424 -0.25 0.0084736 0.5 0.5 0.4941429969 3753.185242 4.747 6.429 5.808 5.6 7.272 6.304 5.622
bar 8 bar 9.95424 -0.25 0.0084736 0.5093017817 0.509 0.504838706 3793.14985 4.736 6.349 5.725 5.52 7.18 6.221 5.542
bar 8 bar 9.95424 -0.25 0.0084736 0.5500000119 0.55 0.551255131 3961.867984 4.692 6.018 5.375 5.194 6.805 5.876 5.21
bar 8 bar 9.95424 -0.25 0.0084736 0.6000000238 0.6 0.597520273 4230.580858 4.66 5.625 4.968 4.831 6.357 5.474 4.841
bar 8 bar 9.95424 -0.25 0.0084736 0.6208153367 0.621 0.6138364094 4368.174709 4.652 5.463 4.817 4.699 6.167 5.315 4.707
bar 8 bar 9.95424 -0.25 0.0084736 0.6499999762 0.65 0.6361399126 4563.520439 4.641 5.251 4.645 4.545 5.909 5.118 4.551
bar 8 bar 9.95424 -0.25 0.0084736 0.660527885 0.66 0.6445441111 4631.268925 4.636 5.176 4.588 4.494 5.816 5.05 4.499
bar 8 bar 9.95424 -0.25 0.0084736 0.7000001073 0.7 0.6788168981 4888.774439 4.617 4.903 4.389 4.308 5.478 4.805 4.312
bar 8 bar 9.95424 -0.25 0.0084736 0.7034510374 0.703 0.6822642965 4910.209249 4.614 4.879 4.372 4.291 5.449 4.784 4.295
bar 8 bar 9.95424 -0.25 0.0084736 0.7207102776 0.721 0.6991214786 5021.113055 4.603 4.763 4.284 4.209 5.307 4.677 4.212
bar 8 bar 9.95424 -0.25 0.0084736 0.7372355461 0.737 0.7170552912 5126.25257 4.592 4.653 4.2 4.128 5.173 4.576 4.132
bar 8 bar 9.95424 -0.25 0.0084736 0.75 0.75 0.731059365 5207.14894 4.583 4.568 4.135 4.066 5.071 4.498 4.069
bar 8 bar 9.95424 -0.25 0.0084736 0.7660844922 0.766 0.7520602675 5299.074191 4.567 4.459 4.047 3.981 4.943 4.396 3.985
bar 8 bar 9.95424 -0.25 0.0084736 0.7821454406 0.782 0.7747340517 5388.898454 4.55 4.351 3.958 3.895 4.815 4.293 3.899
bar 8 bar 9.95424 -0.25 0.0084736 0.7975394726 0.797 0.7977239754 5475.200153 4.533 4.247 3.871 3.812 4.695 4.195 3.815
bar 8 bar 9.95424 -0.25 0.0084736 0.7983130813 0.798 0.7993788341 5478.983594 4.532 4.241 3.867 3.808 4.688 4.19 3.811
bar 8 bar 9.95424 -0.25 0.0084736 0.7995474935 0.799 0.8008527014 5486.558321 4.531 4.233 3.86 3.801 4.679 4.182 3.804
bar 8 bar 9.95424 -0.25 0.0084736 0.8132262826 0.813 0.8242380225 5556.483128 4.513 4.139 3.779 3.723 4.572 4.092 3.725
bar 8 bar 9.95424 -0.25 0.0084736 0.8264698982 0.826 0.8485015595 5623.413252 4.494 4.046 3.699 3.645 4.467 4.003 3.648
bar 8 bar 9.95424 -0.25 0.0084736 0.8385922909 0.838 0.8732782523 5681.983916 4.476 3.96 3.622 3.571 4.371 3.919 3.574
bar 8 bar 9.95424 -0.25 0.0084736 0.8466261625 0.846 0.89094859 5720.052304 4.463 3.901 3.571 3.52 4.306 3.863 3.523
bar 8 bar 9.95424 -0.25 0.0084736 0.8571068645 0.856 0.9159096713 5766.336733 4.444 3.822 3.5 3.451 4.219 3.786 3.453
bar 8 bar 9.95424 -0.25 0.0084736 0.8699380159 0.869 0.9502823103 5819.69199 4.419 3.722 3.408 3.362 4.111 3.688 3.364
bar 8 bar 9.95424 -0.25 0.0084736 0.8822615743 0.881 0.9854909601 5868.133696 4.393 3.622 3.316 3.271 4.004 3.591 3.274
bar 8 bar 9.95424 -0.25 0.0084736 0.8934133649 0.892 1.022004116 5910.170366 4.367 3.529 3.23 3.186 3.904 3.499 3.188
bar 8 bar 9.95424 -0.25 0.0084736 0.8949391842 0.894 1.027194404 5915.616342 4.363 3.516 3.218 3.174 3.89 3.487 3.177
bar 8 bar 9.95424 -0.25 0.0084736 0.8964137435 0.895 1.032411052 5921.067336 4.36 3.504 3.206 3.163 3.877 3.474 3.165
bar 8 bar 9.95424 -0.25 0.0084736 0.9121235609 0.911 1.092075452 5966.230116 4.318 3.364 3.074 3.033 3.73 3.337 3.035
